13 , 11919519600 , 3203100 , 848218500 , 0.0169275
0 , 835142900 , 3439800 , 831567100 , 92.3614
1 , 1673515200 , 3780000 , 834061700 , 35.2679
2 , 2518592700 , 3708900 , 840596200 , 24.7612
3 , 3406066400 , 3515400 , 883149800 , 18.5456
4 , 4272407100 , 3598700 , 862209900 , 10.5435
5 , 5134159200 , 3722600 , 857298400 , 8.42237
6 , 5991492800 , 2741000 , 853831100 , 5.27619
7 , 6846087300 , 3438000 , 850567000 , 3.40735
8 , 7698008100 , 3479800 , 847679700 , 2.78766
9 , 8554628800 , 3445200 , 852657100 , 1.845
10 , 9400527700 , 3569800 , 841627700 , 1.28242
11 , 10255725000 , 3452900 , 851333500 , 0.603892
12 , 11110305100 , 3592100 , 850428500 , 0.460711
13 , 11968699800 , 3682600 , 854261300 , 0.27342
14 , 12822784100 , 3504000 , 850142800 , 0.183723
15 , 13675350900 , 3449500 , 848689300 , 0.135954
16 , 14524730100 , 3408300 , 845592500 , 0.108628
17 , 15380517100 , 3029400 , 852286900 , 0.0920158
18 , 16222945900 , 3701100 , 838308900 , 0.0813147
19 , 17090964200 , 3476500 , 864071900 , 0.0739921
20 , 17966835100 , 3609000 , 871854100 , 0.0686851
21 , 18818843700 , 3664300 , 847892300 , 0.0646341
22 , 19717573200 , 3450500 , 894909700 , 0.0614046
23 , 20566987800 , 3458500 , 845549500 , 0.0587405
24 , 21412931200 , 3859400 , 841665300 , 0.0564849
25 , 22261153500 , 3680800 , 844058600 , 0.0545375
26 , 23111307800 , 3461200 , 846327300 , 0.0528309
27 , 24019652800 , 3640000 , 904337700 , 0.0513178
28 , 24866833300 , 3497200 , 843278700 , 0.0499639
29 , 25709922500 , 3735400 , 838918900 , 0.0487433
30 , 26552415200 , 4252100 , 837807700 , 0.0476358
31 , 27395366800 , 3643300 , 838839500 , 0.0466253
