0 , 3806200 , 3239800 , 177218700 , 7.76511 , -557.259 , -2.72124
1 , 184587800 , 2950500 , 200589100 , 5.24188 , -0.994216 , -1.52902
2 , 388659800 , 3014300 , 213881600 , 3.58541 , -0.178405 , -1.47806
3 , 606194100 , 3260400 , 245596600 , 2.75069 , -0.223696 , -0.611018
4 , 855270600 , 2994700 , 299618600 , 2.3558 , -0.0822276 , -0.312666
5 , 1158441400 , 3136900 , 281318200 , 2.13382 , -0.0439735 , -0.17801
6 , 1443138600 , 2903600 , 277007100 , 1.99666 , -0.0271056 , -0.110049
7 , 1723586200 , 3080200 , 279339000 , 1.90602 , -0.0171705 , -0.073476
8 , 2006433200 , 3092300 , 276664000 , 1.84284 , -0.011575 , -0.0516046
9 , 2286128000 , 2759900 , 278784600 , 1.79828 , -0.00820404 , -0.0363493
10 , 2568346300 , 2931100 , 277271300 , 1.76737 , -0.00590298 , -0.0250077
11 , 2849654700 , 3360500 , 279702400 , 1.74613 , -0.00420338 , -0.0170361
12 , 3133054800 , 3250400 , 279054100 , 1.73139 , -0.00298912 , -0.0117513
13 , 3414753000 , 2564300 , 275840700 , 1.7209 , -0.00214923 , -0.00834267
14 , 3694198000 , 3159500 , 279036600 , 1.71319 , -0.00157369 , -0.00613439
15 , 3976563800 , 2838900 , 280799400 , 1.70735 , -0.00117624 , -0.00466561
16 , 4260994200 , 3179000 , 277340800 , 1.7028 , -0.000897347 , -0.00365541
17 , 4541939900 , 3280200 , 274821400 , 1.69916 , -0.000697812 , -0.00293982
18 , 4820199300 , 2935200 , 279365600 , 1.69619 , -0.000552748 , -0.00242072
19 , 5103194400 , 3281400 , 280341600 , 1.6937 , -0.000445858 , -0.00203654
20 , 5386658400 , 2843500 , 277879600 , 1.69159 , -0.000366106 , -0.00174676
21 , 5667914400 , 3008500 , 275308800 , 1.68976 , -0.00030586 , -0.0015238
22 , 5946766100 , 3144600 , 276987100 , 1.68815 , -0.00025971 , -0.00134841
23 , 6227203200 , 2962800 , 282798700 , 1.68672 , -0.000223785 , -0.00120715
24 , 6513480500 , 3178300 , 279047200 , 1.68544 , -0.000195329 , -0.0010906
25 , 6795858700 , 2927500 , 300120900 , 1.68427 , -0.00017237 , -0.00099214
26 , 7099489500 , 3209100 , 284254500 , 1.68321 , -0.000153494 , -0.000907154
27 , 7387723700 , 3512800 , 279383700 , 1.68224 , -0.000137695 , -0.000832384
28 , 7670441100 , 2957000 , 279596900 , 1.68135 , -0.000124244 , -0.000765523
29 , 7953275500 , 2861500 , 281254800 , 1.68053 , -0.000112609 , -0.000704954
30 , 8237901900 , 2903300 , 281252400 , 1.67978 , -0.000102407 , -0.000649542
31 , 8522367100 , 2912000 , 288524100 , 1.67909 , -9.33615e-05 , -0.000598471
32 , 8814367900 , 2963100 , 292108000 , 1.67845 , -8.5266e-05 , -0.000551153
33 , 9110407000 , 3523200 , 286691100 , 1.67787 , -7.79649e-05 , -0.000507163
34 , 9399959800 , 2657600 , 281475600 , 1.67733 , -7.13407e-05 , -0.00046619
35 , 9684866700 , 3011100 , 280799900 , 1.67684 , -6.53034e-05 , -0.000427999
36 , 9969065400 , 2975600 , 281004900 , 1.67639 , -5.97827e-05 , -0.000392407
37 , 10253690300 , 3177900 , 282568200 , 1.67597 , -5.47233e-05 , -0.000359268
38 , 10539792400 , 3092300 , 279447600 , 1.67559 , -5.008e-05 , -0.000328454
39 , 10822364400 , 2702700 , 299882100 , 1.67525 , -4.58154e-05 , -0.000299851
40 , 11125759300 , 3053700 , 282749500 , 1.67493 , -4.18977e-05 , -0.000273354
41 , 11411820300 , 2968800 , 281503900 , 1.67464 , -3.82994e-05 , -0.000248854
42 , 11696856000 , 3140900 , 278417300 , 1.67438 , -3.49955e-05 , -0.000226256
43 , 11978609000 , 2970700 , 279078100 , 1.67415 , -3.19646e-05 , -0.000205459
44 , 12261223300 , 3067800 , 281257500 , 1.67393 , -2.91868e-05 , -0.00018636
45 , 12546044300 , 3125700 , 279941200 , 1.67374 , -2.66432e-05 , -0.000168857
46 , 12829178800 , 2888800 , 280697800 , 1.67356 , -2.43164e-05 , -0.000152849
