0 , 240877700 , 2660500 , 238100500 , 15.1159
1 , 545970000 , 2488600 , 302288800 , 6.15773
2 , 855519800 , 2390300 , 306896300 , 4.35525
3 , 1159476700 , 2452800 , 301211800 , 3.63514
4 , 1469983200 , 2732500 , 307477000 , 3.21321
5 , 1780938800 , 2675200 , 307960500 , 2.96331
6 , 2087059800 , 2407200 , 303439200 , 2.7767
7 , 2395185500 , 2407600 , 305456200 , 2.61564
8 , 2702331900 , 2786600 , 304072500 , 2.45067
9 , 3008650400 , 2762100 , 303273400 , 2.3119
10 , 3317073900 , 2430900 , 305682600 , 2.20081
11 , 3625562500 , 2396100 , 305794800 , 2.10946
12 , 3932207000 , 2535300 , 303831000 , 2.03511
13 , 4258033400 , 2628800 , 322947800 , 1.95077
14 , 4562002300 , 2612900 , 301097900 , 1.85313
15 , 4862720400 , 2699000 , 297704300 , 1.76902
16 , 5165378300 , 2359700 , 300061900 , 1.68968
17 , 5475530000 , 2929800 , 306907300 , 1.61166
18 , 5780718100 , 2570700 , 302188500 , 1.53255
19 , 6085001900 , 2390800 , 301605400 , 1.45328
20 , 6385305500 , 2717700 , 297258900 , 1.38096
21 , 6691360800 , 2803200 , 302960800 , 1.32332
22 , 6998620700 , 2646600 , 304310500 , 1.27801
23 , 7303521900 , 2853300 , 301718000 , 1.24103
24 , 7610118200 , 3259800 , 303016300 , 1.21021
25 , 7911323000 , 2796800 , 298066100 , 1.18432
26 , 8216070000 , 2406000 , 302074300 , 1.16261
27 , 8517995800 , 2374500 , 299313300 , 1.1445
28 , 8827848500 , 2704100 , 306869100 , 1.12952
29 , 9138295500 , 2438500 , 307727400 , 1.11723
30 , 9446345700 , 2393800 , 305396200 , 1.10722
31 , 9751683200 , 2450000 , 302612700 , 1.09911
32 , 10066999100 , 2377800 , 312673600 , 1.09256
33 , 10379682500 , 2637600 , 309640900 , 1.08728
34 , 10690727300 , 2794700 , 307973500 , 1.08303
35 , 11003582500 , 2969000 , 309619800 , 1.07962
36 , 11310522100 , 2599900 , 304009600 , 1.07687
37 , 11613633100 , 2604200 , 300225900 , 1.07466
38 , 11928038500 , 2821700 , 311244000 , 1.07289
39 , 12232896000 , 2405100 , 302162000 , 1.07147
40 , 12537232700 , 2766000 , 301274300 , 1.07032
41 , 12847441500 , 2486600 , 307288800 , 1.0694
42 , 13154869700 , 2670900 , 304453900 , 1.06866
43 , 13458747200 , 2760300 , 300835800 , 1.06806
44 , 13762384300 , 2488300 , 300868300 , 1.06758
45 , 14076783500 , 2390200 , 311737300 , 1.06719
46 , 14380089300 , 2413000 , 300637400 , 1.06688
47 , 14685721500 , 2748700 , 302578200 , 1.06663
48 , 14991829000 , 2253300 , 303560700 , 1.06643
49 , 15299005400 , 2605400 , 304251100 , 1.06627
50 , 15605121800 , 2579500 , 303241100 , 1.06613
51 , 15915456300 , 2721600 , 307307800 , 1.06603
52 , 16224820600 , 2364700 , 306717600 , 1.06594
53 , 16533749600 , 2359400 , 306332300 , 1.06587
54 , 16838199300 , 2639700 , 301534600 , 1.06581
55 , 17144613800 , 2534700 , 303582400 , 1.06577
56 , 17467891900 , 2648400 , 320348000 , 1.06573
57 , 17772471900 , 2645700 , 301637200 , 1.0657
58 , 18077166200 , 2735500 , 301679700 , 1.06568
59 , 18383085200 , 2756000 , 302880700 , 1.06566
60 , 18689140500 , 2774900 , 302968800 , 1.06564
61 , 18992354800 , 2748000 , 300196100 , 1.06563
62 , 19301025600 , 2514000 , 305886400 , 1.06562
63 , 19614234900 , 2635400 , 310274600 , 1.06561
64 , 19922448400 , 2614800 , 305286400 , 1.0656
65 , 20229623200 , 2577000 , 304288500 , 1.06559
66 , 20537934200 , 2590000 , 305428200 , 1.06559
67 , 20844024300 , 2714200 , 303085600 , 1.06558
68 , 21151331100 , 2425400 , 304589100 , 1.06558
69 , 21457547900 , 2490500 , 303441100 , 1.06558
70 , 21764132200 , 2701100 , 303564000 , 1.06558
71 , 22067749700 , 2368100 , 300998800 , 1.06557
72 , 22375327800 , 2385000 , 304926800 , 1.06557
73 , 22683354400 , 2780600 , 304964700 , 1.06557
74 , 22989758800 , 2763300 , 303340000 , 1.06557
75 , 23298042600 , 2720700 , 305258600 , 1.06557
76 , 23598850500 , 2682400 , 297807000 , 1.06557
77 , 23906929300 , 2757000 , 305019200 , 1.06557
78 , 24214894700 , 2422200 , 305284900 , 1.06557
79 , 24520390800 , 2622100 , 302613900 , 1.06557
80 , 24827067500 , 2388600 , 304040800 , 1.06557
81 , 25128160000 , 2351100 , 298437700 , 1.06557
82 , 25433736300 , 2971300 , 302253400 , 1.06557
83 , 25739298900 , 2867300 , 302392200 , 1.06557
84 , 26041806100 , 2642700 , 299374900 , 1.06557
85 , 26347292600 , 2822900 , 302344100 , 1.06557
86 , 26663523200 , 2765400 , 313136500 , 1.06557
87 , 26967726000 , 2631800 , 301217100 , 1.06557
