0 , 542700 , 463800 , 18006400 , 22.5208 , -77.5614 , -10.0407
1 , 19183000 , 486700 , 16014600 , 10.5655 , -1.91468 , -3.26128
2 , 35731100 , 445800 , 17240000 , 5.21741 , -2.08678 , -1.51288
3 , 53533800 , 460800 , 19076000 , 3.25628 , -0.448254 , -0.717604
4 , 73180800 , 474800 , 18485200 , 2.24224 , -0.296432 , -0.440457
5 , 92206000 , 450400 , 16836700 , 1.60334 , -0.198448 , -0.263224
6 , 109745400 , 589800 , 19297100 , 1.20901 , -0.131104 , -0.152812
7 , 129625900 , 468100 , 18940100 , 0.977107 , -0.079088 , -0.0858064
8 , 149145600 , 480600 , 16845400 , 0.84552 , -0.0457816 , -0.0473194
9 , 166544700 , 451900 , 18342700 , 0.772591 , -0.025609 , -0.025844
10 , 185427500 , 437800 , 19547800 , 0.732612 , -0.0141351 , -0.0140484
11 , 205668600 , 559600 , 19138400 , 0.710816 , -0.00774761 , -0.00761905
12 , 225376200 , 478800 , 16562300 , 0.69896 , -0.0042368 , -0.0041265
13 , 242555000 , 515800 , 18605000 , 0.692518 , -0.00231571 , -0.00223284
14 , 261711900 , 459100 , 17141300 , 0.689018 , -0.0012668 , -0.00120732
15 , 279415100 , 466200 , 18813800 , 0.687117 , -0.000694515 , -0.000652653
16 , 298786900 , 460000 , 17213200 , 0.686082 , -0.000382187 , -0.000352804
17 , 316586800 , 456900 , 19422300 , 0.685517 , -0.00021148 , -0.00019072
18 , 336574600 , 468900 , 19522400 , 0.685209 , -0.00011794 , -0.000103105
19 , 356663600 , 469600 , 17473300 , 0.685039 , -6.64645e-05 , -5.57438e-05
20 , 374708800 , 477600 , 18809800 , 0.684945 , -3.79654e-05 , -3.01406e-05
21 , 394095500 , 466300 , 19170400 , 0.684893 , -2.20558e-05 , -1.62986e-05
22 , 413860100 , 472900 , 19542900 , 0.684864 , -1.30767e-05 , -8.81444e-06
23 , 433963800 , 455700 , 17075400 , 0.684847 , -7.93773e-06 , -4.76748e-06
24 , 451602400 , 464500 , 18933700 , 0.684837 , -4.94488e-06 , -2.5789e-06
25 , 471145600 , 503700 , 19828900 , 0.684832 , -3.16517e-06 , -1.39519e-06
26 , 491498100 , 411700 , 18205900 , 0.684828 , -2.0812e-06 , -7.54897e-07
27 , 510422200 , 468800 , 16861600 , 0.684826 , -1.40345e-06 , -4.08504e-07
28 , 527883600 , 465800 , 19730200 , 0.684825 , -9.67979e-07 , -2.21087e-07
