0 , 2637200 , 2136600 , 204813100 , 8.98405 , -1004.23 , -4.95291
1 , 210371500 , 2505400 , 245801800 , 4.68143 , -2.39338 , -1.90923
2 , 459186400 , 2615700 , 283412900 , 3.7073 , -0.224336 , -0.7498
3 , 745453900 , 2460000 , 288913700 , 3.30208 , -0.0554396 , -0.34978
4 , 1037188400 , 2422700 , 290062000 , 3.0966 , -0.0249519 , -0.180527
5 , 1329800700 , 2213000 , 292897400 , 2.97965 , -0.0140058 , -0.102943
6 , 1625555300 , 2348500 , 286799000 , 2.90534 , -0.00939906 , -0.0649127
7 , 1915218300 , 2459200 , 289588600 , 2.854 , -0.00713806 , -0.0442032
8 , 2207817500 , 2609900 , 290576300 , 2.81669 , -0.00573502 , -0.0315719
9 , 2501155900 , 2420000 , 291200200 , 2.78875 , -0.00468564 , -0.023254
10 , 2795047100 , 2348900 , 284605400 , 2.76742 , -0.0038442 , -0.0174816
11 , 3082416600 , 2370000 , 290527800 , 2.75092 , -0.00315546 , -0.0133463
12 , 3375234100 , 1959200 , 288403500 , 2.73801 , -0.00259302 , -0.0103186
13 , 3666767100 , 2705300 , 288130600 , 2.72781 , -0.00213517 , -0.00806464
14 , 3957544400 , 2288800 , 289531600 , 2.71969 , -0.00176258 , -0.00636014
15 , 4249999700 , 2553200 , 283968200 , 2.71317 , -0.00145867 , -0.00505606
16 , 4536608400 , 2284600 , 291240300 , 2.70792 , -0.00120975 , -0.00404591
17 , 4830813800 , 2608000 , 290420800 , 2.70366 , -0.00100529 , -0.00325459
18 , 5124323600 , 2730000 , 286118200 , 2.70019 , -0.000837 , -0.00262884
19 , 5413213100 , 2395700 , 290104300 , 2.69736 , -0.000698195 , -0.00213021
20 , 5706374000 , 2626300 , 288193400 , 2.69505 , -0.000583512 , -0.00173045
21 , 5997399900 , 2438300 , 288223100 , 2.69315 , -0.000488602 , -0.00140841
22 , 6288693100 , 2670800 , 291028200 , 2.69159 , -0.00040991 , -0.00114766
23 , 6582633700 , 2525800 , 291242000 , 2.69031 , -0.000344118 , -0.000936393
24 , 6876608100 , 2392700 , 285211700 , 2.68926 , -0.000289657 , -0.000764777
25 , 7164760800 , 2556700 , 289252600 , 2.68839 , -0.000244403 , -0.000625113
26 , 7457259400 , 2890500 , 290096100 , 2.68767 , -0.000206705 , -0.000511298
27 , 7750191100 , 2384800 , 291056100 , 2.68708 , -0.00017524 , -0.000418432
28 , 8043870600 , 2239400 , 290646200 , 2.68659 , -0.000148923 , -0.000342587
29 , 8337333000 , 2431700 , 292153700 , 2.68618 , -0.000126865 , -0.000280597
30 , 8632343000 , 2411100 , 289703100 , 2.68584 , -0.00010834 , -0.000229898
31 , 8925074900 , 2616800 , 293090100 , 2.68556 , -9.27471e-05 , -0.00018841
32 , 9220938100 , 2373100 , 293541900 , 2.68533 , -7.95951e-05 , -0.000154446
33 , 9517382500 , 2483100 , 296928300 , 2.68513 , -6.84776e-05 , -0.00012663
34 , 9817263000 , 2542800 , 290524700 , 2.68497 , -5.90592e-05 , -0.000103843
35 , 10110847000 , 2706700 , 285226800 , 2.68483 , -5.10623e-05 , -8.51703e-05
36 , 10398873500 , 2426400 , 291512500 , 2.68472 , -4.42565e-05 , -6.98656e-05
37 , 10693408200 , 2534900 , 289638200 , 2.68462 , -3.84508e-05 , -5.73188e-05
38 , 10985887100 , 2540800 , 290366100 , 2.68454 , -3.34863e-05 , -4.7031e-05
39 , 11278975100 , 2349800 , 288109900 , 2.68447 , -2.9231e-05 , -3.85941e-05
40 , 11569863900 , 2296200 , 291283800 , 2.68442 , -2.55746e-05 , -3.16741e-05
41 , 11864035800 , 2531300 , 292486800 , 2.68437 , -2.24251e-05 , -2.59975e-05
42 , 12159426500 , 2450200 , 292659500 , 2.68433 , -1.97057e-05 , -2.13403e-05
43 , 12454919800 , 2450700 , 289619000 , 2.68429 , -1.73518e-05 , -1.7519e-05
44 , 12747677100 , 2765100 , 289228000 , 2.68426 , -1.53095e-05 , -1.43833e-05
45 , 13039657200 , 2369300 , 290156600 , 2.68424 , -1.35333e-05 , -1.18098e-05
46 , 13332569700 , 2376300 , 292070800 , 2.68422 , -1.19848e-05 , -9.69765e-06
47 , 13627448700 , 2435000 , 291090200 , 2.6842 , -1.06318e-05 , -7.96387e-06
48 , 13921572100 , 2641400 , 286588700 , 2.68418 , -9.44691e-06 , -6.5406e-06
